"識別碼","filename","unz","imbiau"
974,"blwr00973","掩","om1"
975,"blwr00974","挾","ngueh6"
976,"blwr00975","挈","hiannh7"
977,"blwr00976","閂","cuann3"
978,"blwr00977","怎","zom4"
979,"blwr00978","怯","kiap7"
980,"blwr00979","老","nor4"
981,"blwr00980","合","hop6"
982,"blwr00981","外","quai2"
983,"blwr00982","可","konn4"
984,"blwr00983","nqiau","ngiau1"
985,"blwr00984","kiang","kiang1"
986,"blwr00985","dom","dom3"
987,"blwr00986","bua","bua3"
988,"blwr00987","閣再講一遍","gorh7_zai3_gong4_zit6_ben3"
989,"blwr00988","會凍來期待","e2_dang3_lai5_gi5_tai2"
990,"blwr00989","會一個失禮","hue2_zit6_e5_sit7_le4"
991,"blwr00990","想無兼算無","siunn2_vor5_giam1_sng3_vor5"
992,"blwr00991","慈濟功德會","zu5_ze3_gong1_dik7_hue2"
993,"blwr00992","無血無目屎","vor5_hueh7_vor5_vak6_sai4"
994,"blwr00993","麥仔酒桶肚","veh6_a4_ziu4_tang4_do2"
995,"blwr00994","常任理事國","siong5_rim2_li4_su2_gok7"
996,"blwr00995","健康保險局","gen2_kong1_bor4_hiam4_giok6"
997,"blwr00996","高雄縣政府","gor1_hiong5_guan2_zing3_hu4"
998,"blwr00997","美麗島事件","vi4_le2_dor4_su2_giann2"
999,"blwr00998","省水利單位","sing4_zui4_li2_dan1_ui2"
1000,"blwr00999","信用合作社","sin3_iong2_hap6_zok7_sia2"
1001,"blwr01000","命運共同體","mia2_un2_giong2_dong5_te4"
1002,"blwr01001","百分之九十","bah7_hun1_zi1_gau4_zap6"
1003,"blwr01002","平面三角法","bing5_vin2_sann1_gak7_huat7"
1004,"blwr01003","台灣漢語文","dai5_uan5_han3_qi4_vun5"
1005,"blwr01004","台北縣政府","dai5_bak7_guan2_zing3_hu4"
1006,"blwr01005","去ho車撞死","ki3_ho2_cia1_long3_si4"
1007,"blwr01006","牛樟樹枝頂","qu5_ziong1_ciu2_gi1_ding4"
1008,"blwr01007","戶政事務所","ho2_zing3_su2_vu2_so4"
1009,"blwr01008","少年家豚仔","siau3_len5_ge1_tun5_a4"
1010,"blwr01009","三重市公所","sam1_diong5_ci2_gong1_so4"
1011,"blwr01010","三七二十一","sann1_cit7_qi2_zap6_it7"
1012,"blwr01011","二月十五號","ri2_queh6_zap6_qo2_hor2"
1013,"blwr01012","一二十年前","it7_li2_zap6_ni5_zing5"
1014,"blwr01013","ma問ve出來","ma2_mng2_ve2_cut7_lai5"
1015,"blwr01014","ka行政電話","ka3_hing5_zing3_den2_ue2"
1016,"blwr01015","1992年","it7_giu4_giu1_ri2_ni5"
1017,"blwr01016","觀音佛祖","guan1_im1_hut6_zo4"
1018,"blwr01017","聽了未vai","tiann1_liau4_ve2_vai4"
1019,"blwr01018","囉哩囉嗦","lor1_li4_lor1_sor1"
1020,"blwr01019","警察學校","ging4_cat7_hak6_hau2"
1021,"blwr01020","霧峰林家","vu2_hong1_lim5_ga1"
1022,"blwr01021","藝術作品","qe2_sut6_zok7_pin4"
1023,"blwr01022","舊情綿綿","gu2_zing5_mi5_mi5"
1024,"blwr01023","歸暝歸日","gui1_me5_gui1_rit6"
1025,"blwr01024","聲聲句句","siann1_siann1_gu3_gu3"
1026,"blwr01025","總得票率","zong4_dit7_pior3_lut6"
1027,"blwr01026","龍頭老大","liong5_tau5_lau4_dua2"
1028,"blwr01027","頷仔頸筋","am2_a4_gun4_gin1"
1029,"blwr01028","隨來隨去","sui5_lai5_sui5_ki3"
1030,"blwr01029","親ziann朋友","cin1_ziann5_bing5_iu4"
1031,"blwr01030","糖甜蜜甘","dng5_dinn1_vit6_gam1"
1032,"blwr01031","豬頭皮炎","di1_tau5_pue5_iam2"
1033,"blwr01032","談來談去","dam5_lai5_dam5_ki3"
1034,"blwr01033","盤山過嶺","buann5_suann1_gue3_nia4"
1035,"blwr01034","寫字條仔","sia4_ri2_diau5_a4"
1036,"blwr01035","嘻嘻嘩嘩","hi1_hi1_hua1_hua1"
1037,"blwr01036","遠遠看去","hng2_hng2_kuann3_ki3"
1038,"blwr01037","輕鬆一下","kin1_sang1_zit6_e2"
1039,"blwr01038","網際網路","vang2_ze3_vang2_lo2"
1040,"blwr01039","盡心盡力","zin2_sim1_zin2_lik6"
1041,"blwr01040","槍擊要犯","cing3_gik6_iau3_huan2"
1042,"blwr01041","夢度人生","vang2_do2_rin5_sing1"
1043,"blwr01042","路糊仔糜","lo2_go5_a4_muai5"
1044,"blwr01043","腰酸背疼","ior1_sng1_bue2_tiann3"
1045,"blwr01044","當頭白日","dng1_tau5_beh6_rit6"
1046,"blwr01045","新竹林區","sin1_dik7_na5_ku1"
1047,"blwr01046","愈結愈深","lu4_get7_lu4_cim1"
1048,"blwr01047","愈來愈少","ru4_lai5_ru4_zior4"
1049,"blwr01048","愛對伊好","ai3_dui3_i2_hor4"
1050,"blwr01049","想會出來","siunn2_e2_cut7_lai5"
1051,"blwr01050","感冒藥仔","gam4_mo2_iorh6_a4"
1052,"blwr01051","開giau間仔","kui1_giau4_ging1_a4"
1053,"blwr01052","週邊設備","ziu1_binn1_set7_bi2"
1054,"blwr01053","絕大多數","zuat6_dai2_dor1_so3"
1055,"blwr01054","痛失英才","tong3_sit7_ing1_zai5"
1056,"blwr01055","無要無緊","vor5_iau3_vor5_gin4"
1057,"blwr01056","無外困難","vor5_qua2_kun3_lan5"
1058,"blwr01057","朝野人士","diau5_ia4_lin5_su2"
1059,"blwr01058","幾十票仔","gui4_zap6_pior3_a4"
1060,"blwr01059","創啥麼貨","cong3_siann4_mih7_hue3"
1061,"blwr01060","細細粒仔","se3_se3_liap6_a4"
1062,"blwr01061","第十二名","de2_zap6_li2_mia5"
1063,"blwr01062","第二部份","de2_ri2_bo2_hun2"
1064,"blwr01063","斬頭落地","zam4_tau5_lorh6_de2"
1065,"blwr01064","教授協會","gau3_siu2_hiap6_hue2"
1066,"blwr01065","從今以後","ziong5_gim1_i4_au2"
1067,"blwr01066","專題演講","zuan1_de5_en4_gang4"
1068,"blwr01067","執迷不悟","zip7_ve5_but7_qo2"
1069,"blwr01068","國際地位","gok7_ze3_de2_ui2"
1070,"blwr01069","國語歌曲","gok7_qi4_gua1_kik7"
1071,"blwr01070","唯我獨尊","ui5_ngo4_dok6_zun1"
1072,"blwr01071","鬥做有著","dau3_zor3_u2_diorh6"
1073,"blwr01072","荒山野外","hong1_san1_ia4_qua2"
1074,"blwr01073","笑頭笑面","cior3_tau5_cior3_vin2"
1075,"blwr01074","消毒棉仔","siau1_dok6_mi5_a4"
1076,"blwr01075","柴頭尪仔","ca5_tau5_ang1_a4"
1077,"blwr01076","核能廢料","hik6_ling5_hui3_liau2"
1078,"blwr01077","家破人亡","ga1_por3_qin5_vong5"
1079,"blwr01078","借刀殺人","ziorh7_dor1_sat7_lin5"
1080,"blwr01079","紅包lok仔","ang5_bau1_lok7_a4"
1081,"blwr01080","珍珍有味","din1_din1_iu4_vi2"
1082,"blwr01081","流行金曲","liu5_hing5_gim1_kik7"
1083,"blwr01082","柳杉樹林","liu4_sam1_ciu2_na5"
1084,"blwr01083","查某孫仔","za1_vo4_sun1_a2"
1085,"blwr01084","拜六時仔","bai3_lak6_si5_a4"
1086,"blwr01085","南北二段","lam5_bak7_nng2_duann2"
1087,"blwr01086","青蚵仔嫂","cenn1_or5_a4_sor4"
1088,"blwr01087","空喙薄舌","kang1_cui3_borh6_zih6"
1089,"blwr01088","武俠小說","vu4_giap7_sior4_suat7"
1090,"blwr01089","拆款利率","tiah7_kuan4_li2_lut6"
1091,"blwr01090","忠言逆耳","diong1_qen5_qik6_ni4"
1092,"blwr01091","岡崎郁子","gong1_gia2_iok6_zu4"
1093,"blwr01092","奇奇怪怪","gi5_gi5_guai3_guai3"
1094,"blwr01093","阮老父仔","qun4_lau2_be2_a4"
1095,"blwr01094","良藥苦口","liong5_iorh6_ko4_kau4"
1096,"blwr01095","秀姑巒溪","siu3_go1_luan5_ke1"
1097,"blwr01096","你兄我弟","li4_hiann1_qua4_de2"
1098,"blwr01097","血氣方剛","het7_ki3_hong1_gong1"
1099,"blwr01098","老人年金","lau2_lang5_ni5_gim1"
1100,"blwr01099","有嘴無nua","u2_cui3_vor5_nua4"
1101,"blwr01100","有行動力","u2_hing5_dong2_lat6"
1102,"blwr01101","安非他命","an1_hui1_tann1_ving2"
1103,"blwr01102","回頭是岸","hue5_tior5_si2_an3"
1104,"blwr01103","各位朋友","gok7_ui2_bing5_iu4"
1105,"blwr01104","仲介業者","diong2_gai3_qiap6_zia4"
1106,"blwr01105","立法委員","lip6_huat7_ui4_quan5"
1107,"blwr01106","白色恐怖","beh6_sik7_kiong4_bo3"
1108,"blwr01107","生活習慣","sing1_uah6_sip6_guan3"
1109,"blwr01108","平漢鐵路","bing5_han3_dih7_lo2"
1110,"blwr01109","市立病院","ci2_lip6_benn2_inn2"
1111,"blwr01110","可圈可點","kor3_kuan1_kor3_diam4"
1112,"blwr01111","火炭母草","he4_tuann3_vu4_cau4"
1113,"blwr01112","日本人客","rit6_bun4_lang5_keh7"
1114,"blwr01113","天塹瀑布","tinn1_cam3_pok6_bo3"
1115,"blwr01114","公益團體","gong1_ik7_tuan5_te4"
1116,"blwr01115","五月初一","qo2_queh6_ce1_it7"
1117,"blwr01116","五十tong歲","qo2_zap6_tong4_hue3"
1118,"blwr01117","小官小貪","sior4_guann1_sior4_tam1"
1119,"blwr01118","小兒痲痺","sior4_ri5_va5_bi3"
1120,"blwr01119","千千萬萬","cen1_cen1_van2_van2"
1121,"blwr01120","三千幾個","sann1_cing1_gui4_e5"
1122,"blwr01121","十字路口","sip6_ri2_lo2_kau4"
1123,"blwr01122","十五年前","zap6_qo2_ni5_zing5"
1124,"blwr01123","人山人海","rin5_san1_rin5_hai4"
1125,"blwr01124","二百外個","nng2_bah7_qua2_e5"
1126,"blwr01125","二十九個","qi2_zap6_gau4_e5"
1127,"blwr01126","七娘媽生","cit7_niu5_ma4_sinn1"
1128,"blwr01127","一二十個","it7_li2_zap6_e5"
1129,"blwr01128","sa豬食料","sa2_di1_sit6_liau2"
1130,"blwr01129","ho人拾去","ho2_lang5_kiorh7_ki3"
1131,"blwr01130","dorh愛補貼","dorh6_ai3_bo4_tiap7"
1132,"blwr01131","deh吐肉箭","deh7_to4_vah7_zinn3"
1133,"blwr01132","1986","it7_giu1_bat7_liok6"
1134,"blwr01133","憨憨仔","qong2_qong2_a4"
1135,"blwr01134","徛旗仔","kia2_gi5_a4"
1136,"blwr01135","茼萵仔","dang5_or1_a4"
1137,"blwr01136","剉剉leh","cor3_cor3_leh7"
1138,"blwr01137","鬱金香","ut7_gim1_hiang1"
1139,"blwr01138","鹽運使","iam5_un2_su4"
1140,"blwr01139","變壓器","ben3_ap7_ki3"
1141,"blwr01140","變葉木","ben3_hior2_vok6"
1142,"blwr01141","讀冊房","tak6_ceh7_bang5"
1143,"blwr01142","讀下lue","tak6_e2_lue3"
1144,"blwr01143","鶴頂紅","horh6_ding4_ang5"
1145,"blwr01144","顧胃壁","go3_ui2_biah7"
1146,"blwr01145","顧門口","go3_mng5_kau4"
1147,"blwr01146","鐵沙掌","tih7_sua1_ziang4"
1148,"blwr01147","爛壞物","nua2_painn4_vut6"
1149,"blwr01148","殲滅戰","siam1_vet6_zen3"
1150,"blwr01149","勸酒胡","kuan3_ziu4_o5"
1151,"blwr01150","蹺蹺板","kiau3_kiau3_bang1"
1152,"blwr01151","穩dakdak","un4_dak7_dak7"
1153,"blwr01152","攏塞死","long4_tat7_si3"
1154,"blwr01153","鵝仔菜","qia5_a4_cai3"
1155,"blwr01154","鵝毛被","qor5_mo5_pue2"
1156,"blwr01155","鵝口瘡","qor5_kau4_cng1"
1157,"blwr01156","魏忠賢","qui2_diong1_hen5"
1158,"blwr01157","題名錄","de5_mia5_lok6"
1159,"blwr01158","顏之推","qan5_zi1_tui1"
1160,"blwr01159","雙瓶梅","siang1_ban5_mui5"
1161,"blwr01160","聶隱娘","liap6_un4_niu5"
1162,"blwr01161","點胭脂","diam4_en1_zi1"
1163,"blwr01162","避雷針","piah7_lui5_ziam1"
1164,"blwr01163","縮影片","sok7_iann4_pinn3"
1165,"blwr01164","磺強水","hong5_giang5_zui4"
1166,"blwr01165","營造尺","iann5_zor2_ciorh7"
1167,"blwr01166","擎天柱","king5_ten1_tiau2"
1168,"blwr01167","鴛鴦瓦","uan1_iunn1_ua4"
1169,"blwr01168","鋼絲琴","gng3_si1_kim5"
1170,"blwr01169","輻射熱","hok7_sia2_luah6"
1171,"blwr01170","褪赤腳","tng3_ciah7_ka1"
1172,"blwr01171","糖尿病","tng5_rior2_benn2"
1173,"blwr01172","糖尿病","tng5_lior2_benn2"
1174,"blwr01173","橫隔膜","huainn5_geh7_vo5"
1175,"blwr01174","學唱歌","orh6_ciunn3_gua1"
1176,"blwr01175","輪生葉","lun5_senn1_hiorh6"
1177,"blwr01176","複印紙","hok6_in3_zua4"
1178,"blwr01177","蝴蝶骨","o5_diap6_gut7"
1179,"blwr01178","稻熱病","diu2_qet6_benn2"
1180,"blwr01179","盤龍癖","puan5_liong5_piah7"
1181,"blwr01180","熱烘烘","ret6_hang1_hang1"
1182,"blwr01181","澎湖縣","penn5_o5_guan2"
1183,"blwr01182","潛水艇","ciam5_zui4_ting4"
1184,"blwr01183","標準差","biau1_zun4_ca1"
1185,"blwr01184","樟腦油","ziunn1_no4_iu5"
1186,"blwr01185","撥時間","buat7_si5_gan1"
1187,"blwr01186","撥時間","buah7_si5_gan1"
1188,"blwr01187","趙孟頫","dior2_ming4_diau2"
1189,"blwr01188","說明了","sueh7_ving5_liau4"
1190,"blwr01189","膀胱炎","bong5_gong1_iam2"
1191,"blwr01190","端陽節","duan1_iang5_zet7"
1192,"blwr01191","滿滿是","mua4_mua4_si2"
1193,"blwr01192","滿天下","vuan4_ten1_ha2"
1194,"blwr01193","實驗林","sit6_qiam2_na5"
1195,"blwr01194","飽飽飽","ba4_ba4_ba4"
1196,"blwr01195","遊樂場","iu5_lok6_dionn5"
1197,"blwr01196","裝moda","zng1_mo3_da3"
1198,"blwr01197","葵花鳥","kue5_hua1_niau4"
1199,"blwr01198","腦溢血","nau4_ik7_het7"
1200,"blwr01199","腳浮浮","ka1_pu5_pu5"
1201,"blwr01200","腰節骨","ior1_zat7_gut7"
1202,"blwr01201","萬年青","van2_ni5_cinn1"
1203,"blwr01202","萬人坑","van2_lin5_kenn1"
1204,"blwr01203","睨一下","qior4_zit6_e2"
1205,"blwr01204","當然呢","dong1_ren5_ne2"
1206,"blwr01205","煞vue直","suah7_vue2_dit6"
1207,"blwr01206","概括法","kai3_guat7_huat7"
1208,"blwr01207","楚懷王","co4_huai5_ong5"
1209,"blwr01208","新婦仔","sin1_bu2_a4"
1210,"blwr01209","塔塔加","tah7_tah7_ga1"
1211,"blwr01210","傳達處","tuan5_dat6_cu3"
1212,"blwr01211","傳染著","cuan5_riam4_diorh6"
1213,"blwr01212","亂糟糟","luan2_zau1_zau1"
1214,"blwr01213","黃絨花","ng5_riong5_hue1"
1215,"blwr01214","黃粟留","uinn5_cik7_liu5"
1216,"blwr01215","雅爾達","qa4_ni4_dat6"
1217,"blwr01216","雅美族","nga4_vi4_zok6"
1218,"blwr01217","間接稅","gan1_ziap7_sue3"
1219,"blwr01218","量日表","liang5_qit6_bior4"
1220,"blwr01219","進水閘","zin3_zui4_zah6"
1221,"blwr01220","跑龍套","pau4_liong5_tor3"
1222,"blwr01221","超越著","ciau1_uat6_diorh6"
1223,"blwr01222","發明家","huat7_ming5_ga1"
1224,"blwr01223","無賴漢","vu5_lua2_han3"
1225,"blwr01224","渴睡漢","kat7_sui3_han3"
1226,"blwr01225","湊拄坎","cau3_du4_kam4"
1227,"blwr01226","森林學","som1_lim5_hak6"
1228,"blwr01227","敢來聽","gann4_lai5_tiann1"
1229,"blwr01228","掌握gah","zang4_ap7_gah7"
1230,"blwr01229","幾百個","gui4_bah7_e5"
1231,"blwr01230","富家翁","hu3_ga1_ong1"
1232,"blwr01231","最原先","zue3_quan5_sen1"
1233,"blwr01232","陳後王","dan5_hior2_ong5"
1234,"blwr01233","郭源治","gueh7_quan5_di2"
1235,"blwr01234","絆腳石","buan3_ga1_ziorh6"
1236,"blwr01235","牽涉到","kan1_siap6_gau3"
1237,"blwr01236","深呼吸","cim1_ho1_kip7"
1238,"blwr01237","掠去關","liah6_ki3_guainn1"
1239,"blwr01238","強強滾","ciang2_ciang2_gun4"
1240,"blwr01239","密密是","vat6_vat6_si2"
1241,"blwr01240","娶娶leh","cua2_cua2_leh7"
1242,"blwr01241","偏偏啊","pen1_pen1_a1"
1243,"blwr01242","酒窟仔","ziu4_kut7_a4"
1244,"blwr01243","真細pa","zin1_se3_pa1"
1245,"blwr01244","真爽快","zin1_song4_kuai3"
1246,"blwr01245","畜牧系","tik7_vok6_he2"
1247,"blwr01246","烏暗眩","o1_am3_hin5"
1248,"blwr01247","烏白想","o1_beh6_sionn2"
1249,"blwr01248","庫頁島","ko3_iah2_dor4"
1250,"blwr01249","香蠟鋪","hiunn1_la2_po3"
1251,"blwr01250","食飯碗","ziah6_bng2_uann4"
1252,"blwr01251","面真闊","vin2_zin1_kuah7"
1253,"blwr01252","迫切性","bik7_cet7_sing3"
1254,"blwr01253","茅仔根","hm5_a4_gun1"
1255,"blwr01254","紅嬰仔","ang5_enn1_a4"
1256,"blwr01255","突然間","tut6_ren5_gan1"
1257,"blwr01256","相pah結","sior1_pah7_gat7"
1258,"blwr01257","活putput","huah6_put6_put6"
1259,"blwr01258","柔順性","riu5_sun2_sing3"
1260,"blwr01259","按怎選","an4_zuann4_suan4"
1261,"blwr01260","急進派","gip7_zin3_pai3"
1262,"blwr01261","後壁埕","au2_biah7_diann5"
1263,"blwr01262","哈哈哈","ha1_ha1_ha1"
1264,"blwr01263","阻礙著","zo4_qai2_diorh6"
1265,"blwr01264","長足蜂","diang5_ziok7_pang1"
1266,"blwr01265","迎春花","qing5_cun1_hue1"
1267,"blwr01266","拖磨仔","tua1_vua5_a4"
1268,"blwr01267","招魂塚","ziau1_hun5_tiong4"
1269,"blwr01268","所演奏","so4_en4_zau3"
1270,"blwr01269","忽必烈","hut7_bit7_let6"
1271,"blwr01270","迄搭仔","hit7_dah7_a4"
1272,"blwr01271","足惡質","zok7_ok7_zit7"
1273,"blwr01272","足臭屁","zok7_cau3_pui3"
1274,"blwr01273","沒字梢","vuat6_ri2_sau1"
1275,"blwr01274","沖積層","ciong1_zik7_zan5"
1276,"blwr01275","作穡人","zorh7_sit7_lang5"
1277,"blwr01276","百花王","bah7_hue1_ong5"
1278,"blwr01277","尖銳化","ziam1_rue2_hua3"
1279,"blwr01278","在伊割","zai2_i2_guah7"
1280,"blwr01279","田gap仔","can5_gap7_a4"
1281,"blwr01280","生檨仔","senn1_suainn2_a4"
1282,"blwr01281","扑m見","pah7_m2_ginn3"
1283,"blwr01282","外可怕","qua2_kor4_pann3"
1284,"blwr01283","叫叫eh","gior3_gior3_eh7"
1285,"blwr01284","去擔肥","ki3_dann3_bui5"
1286,"blwr01285","卡嚴肅","kah7_qiam5_siok7"
1287,"blwr01286","卡有合","kah7_u2_hah6"
1288,"blwr01287","卡qau生","kah7_qau5_senn1"
1289,"blwr01288","月曜日","qeh6_iau2_lit6"
1290,"blwr01289","手iap後","ciu4_iap7_au2"
1291,"blwr01290","天烏烏","tinn1_o1_o1"
1292,"blwr01291","反侵略","huan4_cin1_liak6"
1293,"blwr01292","才知影","zia4_zainn1_iann4"
1294,"blwr01293","大瓦厝","dua2_hia2_cu3"
1295,"blwr01294","三月節","sann1_qeh6_zeh7"
1296,"blwr01295","八十名","beh7_zap6_mia5"
1297,"blwr01296","入場券","rip6_diunn5_gng3"
1298,"blwr01297","veh解答","veh7_gai4_dap7"
1299,"blwr01298","suh一下","suh7_zit6_e2"
1300,"blwr01299","sehseh唸","seh7_seh7_liam2"
1301,"blwr01300","sapsapa","sap6_sap6_a1"
1302,"blwr01301","sak開著","sak7_kui1_diorh6"
1303,"blwr01302","pak桌頂","pak7_dorh7_ding4"
1304,"blwr01303","nqua了後","ngua2_liau4_au2"
1305,"blwr01304","moh轉來","moh7_dng4_lai5"
1306,"blwr01305","lih眠夢","lih7_vin5_vang2"
1307,"blwr01306","hip豆菜","hip7_dau2_cai3"
1308,"blwr01307","hiahnih濟","hiah7_nih7_ze2"
1309,"blwr01308","cue啊cue","cue2_a1_cue2"
1310,"blwr01309","粿餡","ge4_ann2"
1311,"blwr01310","鑿空","cak6_kang1"
1312,"blwr01311","鬢畔","bin3_puann2"
1313,"blwr01312","靈匹","ling5_pit7"
1314,"blwr01313","體腔","te4_kiunn1"
1315,"blwr01314","襲爵","sit6_giak7"
1316,"blwr01315","歡欣","huann1_him1"
1317,"blwr01316","麵黐","mi2_ti1"
1318,"blwr01317","饒沃","riau5_ak7"
1319,"blwr01318","飄渺","piau1_viau4"
1320,"blwr01319","觸脣","ciok7_dun5"
1321,"blwr01320","勸勉","kng3_ven4"
1322,"blwr01321","繩索","sing5_sorh7"
1323,"blwr01322","礙腳","ngai2_ka1"
1324,"blwr01323","攏vueh","long4_vueh7"
1325,"blwr01324","攀親","pan1_cin1"
1326,"blwr01325","謬誤","viu2_ngo2"
1327,"blwr01326","翻腔","huan1_giunn1"
1328,"blwr01327","獵犬","lah6_ken4"
1329,"blwr01328","擾攘","qiau4_qiang4"
1330,"blwr01329","還錢","hainn5_zinn5"
1331,"blwr01330","謙讓","kiam1_riang2"
1332,"blwr01331","薄弱","bok6_riok6"
1333,"blwr01332","舉措","gu4_cok7"
1334,"blwr01333","糜爛","mue5_lan5"
1335,"blwr01334","爵祿","ziak7_lok6"
1336,"blwr01335","擎天","kinn5_ten1"
1337,"blwr01336","鴨絨","ah7_qiong5"
1338,"blwr01337","閻王","qiam5_ong5"
1339,"blwr01338","蕩寇","dong2_kior3"
1340,"blwr01339","燒香","sior1_hionn1"
1341,"blwr01340","濃抹","long5_vuah7"
1342,"blwr01341","橫直","huinn5_dit6"
1343,"blwr01342","曉月","hiau4_quat6"
1344,"blwr01343","閱讀","et6_tok6"
1345,"blwr01344","遮舉","ria1_gi4"
1346,"blwr01345","遮瞞","lia1_mua5"
1347,"blwr01346","衝突","ciong1_dut6"
1348,"blwr01347","耦數","ngau2_so3"
1349,"blwr01348","緬邈","ven4_miau4"
1350,"blwr01349","篆刻","duan2_kih7"
1351,"blwr01350","潑婦","puat7_hu2"
1352,"blwr01351","敷暢","hu1_tiang3"
1353,"blwr01352","撥款","puah7_kuan4"
1354,"blwr01353","廟貌","vior2_mau2"
1355,"blwr01354","酷熱","kok7_ruah6"
1356,"blwr01355","蓄銳","hiok7_lue2"
1357,"blwr01356","獄卒","qak6_zut7"
1358,"blwr01357","演唱","en4_cionn3"
1359,"blwr01358","撤退","tet7_tue3"
1360,"blwr01359","摔破","siak7_pua3"
1361,"blwr01360","摘要","diah7_iau3"
1362,"blwr01361","撇脫","pet7_tuat7"
1363,"blwr01362","奪魄","duat6_pik7"
1364,"blwr01363","鉛piann","en5_piann4"
1365,"blwr01364","農隙","long5_kiah7"
1366,"blwr01365","跨國","kua3_gok7"
1367,"blwr01366","聘請","ping3_ciann4"
1368,"blwr01367","會biak","e2_biak7"
1369,"blwr01368","韌皮","run2_pe5"
1370,"blwr01369","跋文","bueh6_vun5"
1371,"blwr01370","硬體","ngi2_te4"
1372,"blwr01371","硬拼","nge2_biann3"
1373,"blwr01372","畫卯","ue2_vau4"
1374,"blwr01373","提cuai","teh6_cuai3"
1375,"blwr01374","插講","cap7_gong4"
1376,"blwr01375","插曲","cah7_kiok7"
1377,"blwr01376","惡蛇","onn3_zua5"
1378,"blwr01377","喝道","hat7_dor2"
1379,"blwr01378","雀躍","ciak7_iau3"
1380,"blwr01379","陷阱","ham2_zenn4"
1381,"blwr01380","設若","set7_riak6"
1382,"blwr01381","設若","set7_qiak6"
1383,"blwr01382","移玉","det6_qiok6"
1384,"blwr01383","條約","diau5_iak7"
1385,"blwr01384","敏利","min4_lai2"
1386,"blwr01385","惜別","siorh7_bet6"
1387,"blwr01386","衰朽","suai1_hiu4"
1388,"blwr01387","荒謬","hong1_mio2"
1389,"blwr01388","脈脈","meh6_meh6"
1390,"blwr01389","缺額","kuat7_qiah6"
1391,"blwr01390","紙粕","zua4_porh7"
1392,"blwr01391","納妾","lap6_ciap7"
1393,"blwr01392","真zak","zin1_zak7"
1394,"blwr01393","浸入","zim3_qip6"
1395,"blwr01394","挾看","ngeh7_kuann3"
1396,"blwr01395","洛邑","lok6_ip7"
1397,"blwr01396","歪cuah","uai1_cuah6"
1398,"blwr01397","昧昧","mai2_mai2"
1399,"blwr01398","幽門","iu1_vng5"
1400,"blwr01399","威嚇","ui1_hann4"
1401,"blwr01400","雨笠","ho2_lueh6"
1402,"blwr01401","抽屜","tiu1_tuah7"
1403,"blwr01402","披披","pi1_pi1"
1404,"blwr01403","怯弱","kiak7_riok6"
1405,"blwr01404","奔逐","pun1_diok6"
1406,"blwr01405","坩仔","kann1_a4"
1407,"blwr01406","卸任","siah7_qim2"
1408,"blwr01407","乳癌","lng1_qam5"
1409,"blwr01408","豆醬","dau2_zionn3"
1410,"blwr01409","沈默","dim5_vik6"
1411,"blwr01410","求乞","giu5_kit7"
1412,"blwr01411","快活","kuinn3_uah6"
1413,"blwr01412","血筋","huih7_gun1"
1414,"blwr01413","血型","heh7_hing5"
1415,"blwr01414","耳殼","hinn2_kak7"
1416,"blwr01415","羊羹","ionn5_genn1"
1417,"blwr01416","百旺","bah7_ong2"
1418,"blwr01417","好惡","honn3_ok7"
1419,"blwr01418","地毯","due2_tan4"
1420,"blwr01419","奶奶","nai4_nai4"
1421,"blwr01420","冬節","dang1_zueh7"
1422,"blwr01421","丘陵","kiu1_ling5"
1423,"blwr01422","水獺","zui4_ta3"
1424,"blwr01423","月子","qat6_zu4"
1425,"blwr01424","三kap","sann1_kap7"
1426,"blwr01425","一撮","zit6_cop7"
1427,"blwr01426","vih嘴","vih7_cui3"
1428,"blwr01427","tiamtiam","tiam4_tiam4"
1429,"blwr01428","sihnah","sih6_nah6"
1430,"blwr01429","qiuqiu","qiu4_qiu4"
1431,"blwr01430","pongpong","pong3_pong3"
1432,"blwr01431","denndenn","denn2_denn2"
1433,"blwr01432","cangcang","cang3_cang3"
1434,"blwr01433","an爹","an4_dia1"
1435,"blwr01434","檨","suinn2"
1436,"blwr01435","揠","at7"
1437,"blwr01436","躡","neh7"
1438,"blwr01437","壤","rang4"
1439,"blwr01438","糧","nio5"
1440,"blwr01439","鍥","ket7"
1441,"blwr01440","薑","gionn1"
1442,"blwr01441","躺","tenn1"
1443,"blwr01442","葉","liorh6"
1444,"blwr01443","楫","cip7"
1445,"blwr01444","喂","ueh7"
1446,"blwr01445","偌","rua2"
1447,"blwr01446","缺","gih7"
1448,"blwr01447","缺","kueh7"
1449,"blwr01448","畜","tiok7"
1450,"blwr01449","屐","giah6"
1451,"blwr01450","娘","niunn5"
1452,"blwr01451","迎","ngia5"
1453,"blwr01452","泄","zuah7"
1454,"blwr01453","拄","duh7"
1455,"blwr01454","夾","ngueh7"
1456,"blwr01455","卵","ruan4"
1457,"blwr01456","白","bih6"
1458,"blwr01457","外","que2"
1459,"blwr01458","仍","ring5"
1460,"blwr01459","zann","zann4"
1461,"blwr01460","qok","qok6"
1462,"blwr01461","om","om1"
1463,"blwr01462","cih","cih6"
1464,"blwr01463","buh","buh7"
1465,"blwr01464","鄉鎮市公所","hiong1_din3_ci2_gong1_so4"
1466,"blwr01465","船過水無痕","zun5_gue3_zui4_vor5_hun5"
1467,"blwr01466","國父紀念館","gok7_hu2_gi3_liam2_guan4"
